City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,airali,44.767,7.3219,8.05,71,13,1.12,IT,1731299012
281,borzya,50.3833,116.5167,-1.66,71,82,6.12,RU,1731299013
282,lusaka,-15.4067,28.2871,20.14,78,0,2.57,ZM,1731299014
283,snihurivka,47.0758,32.8052,1.24,83,50,3.39,UA,1731299015
284,arraial do cabo,-22.9661,-42.0278,22.07,67,3,1.65,BR,1731298895
285,al abyar,32.19,20.5965,15.92,77,100,3.43,LY,1731299019
286,vilhena,-12.7406,-60.1458,21.08,98,100,1.57,BR,1731298535
287,palo santo,-25.5633,-59.3378,23.16,48,0,2.21,AR,1731299021
288,isla vista,34.4133,-119.861,17.97,45,64,1.87,US,1731298744
289,lubao,14.9167,120.55,29.84,83,100,7.31,PH,1731299024
290,basco,20.4487,121.9702,26.57,86,100,9.95,PH,1731299025
291,mugia,43.1041,-9.2179,14.39,91,27,4.25,ES,1731299026
292,tomatlan,19.9333,-105.25,22.49,95,2,0.69,MX,1731299028
293,arcachon,44.5875,-1.0519,11.03,100,100,2.57,FR,1731299029
294,novosokol'niki,56.3463,30.1578,1.78,95,100,1.28,RU,1731299030
295,tangalle,6.024,80.7911,29.11,70,70,2.27,LK,1731299031
296,shajiang,26.7825,119.9669,23.64,68,6,2.15,CN,1731299032
297,mkushi,-13.6202,29.3939,18.3,85,25,1.52,ZM,1731299034
298,mimizan,44.2006,-1.2289,11.83,94,65,1.9,FR,1731299035
299,hasaki,35.7333,140.8333,18.78,85,100,6.38,JP,1731299037
300,saint-philippe,-21.3585,55.7679,24.96,78,31,4.51,RE,1731299038
301,turpan,42.9333,89.1667,12.23,39,66,0.83,CN,1731299039
302,nar'yan-mar,67.6713,53.087,-11.66,92,81,1.97,RU,1731299041
303,broome,42.2506,-75.833,8.21,94,100,4.12,US,1731299042
304,wangkui,46.8333,126.5,3.83,24,99,6.46,CN,1731299043
305,sunland park,31.7965,-106.58,14.34,37,0,2.06,US,1731299044
306,dauphin,51.1494,-100.0502,0.08,93,100,6.17,CA,1731299045
307,nikolayevsk-on-amure,53.1406,140.73,-2.51,79,100,7.29,RU,1731299046
308,haenam,34.5711,126.5989,19.14,52,37,1.6,KR,1731299048
309,vila franca do campo,37.7167,-25.4333,20.23,99,68,6.17,PT,1731299049
310,nabire,-3.3667,135.4833,31.0,61,91,3.11,ID,1731299050
311,kallar kahar,32.7833,72.7,22.44,40,0,2.11,PK,1731299051
312,bowen,-20.0167,148.2333,27.2,70,28,6.21,AU,1731299052
313,petatlan,17.5167,-101.2667,25.67,87,58,1.43,MX,1731298848
314,misratah,32.3754,15.0925,20.64,74,93,3.72,LY,1731299055
315,copalillo,18.0333,-99.1167,21.66,74,7,0.87,MX,1731299056
316,egilsstadir,65.2653,-14.3948,6.95,53,40,8.75,IS,1731299057
317,juarez,31.7333,-106.4833,14.55,36,0,2.06,MX,1731298804
318,sabang,5.8933,95.3214,27.71,77,81,1.97,ID,1731299059
319,kanpur,26.4667,80.35,27.04,42,0,1.93,IN,1731298895
320,nogliki,51.8333,143.1667,-0.37,61,98,10.23,RU,1731298535
321,taibet,33.0829,6.3998,15.88,60,1,4.61,DZ,1731299064
322,rio grande,-32.035,-52.0986,19.48,84,1,6.55,BR,1731299028
323,manismata,-2.4667,111.0333,23.7,96,100,1.09,ID,1731299066
324,thinadhoo,0.5333,72.9333,28.23,72,67,5.16,MV,1731299068
325,bhag,29.0415,67.8239,28.06,13,5,2.77,PK,1731299069
326,khromtau,50.2503,58.4347,-7.17,92,60,3.91,KZ,1731299070
327,lahaina,20.8783,-156.6825,25.45,78,14,5.12,US,1731299071
328,myrtle beach,33.6891,-78.8867,23.02,83,0,4.63,US,1731299006
329,sao vicente,-23.9631,-46.3919,18.88,26,0,1.45,BR,1731299055
330,kolonia,50.9333,6.95,10.07,92,100,0.51,DE,1731298825
331,alice springs,-23.7,133.8833,31.75,33,74,3.6,AU,1731299076
332,zeya,53.75,127.2667,-5.48,59,71,0.72,RU,1731299077
333,midvagur,62.0511,-7.1939,8.46,76,75,11.32,FO,1731299078
334,kavaratti,10.5669,72.642,28.08,73,6,3.27,IN,1731299079
335,dwarka,22.2394,68.9678,29.02,51,0,2.84,IN,1731299081
336,berezovka,53.7214,25.4993,1.01,82,78,1.66,BY,1731299082
337,cooper's town,26.8667,-77.5167,25.09,87,91,8.75,BS,1731299083
338,san fernando,15.0286,120.6898,29.85,80,100,6.65,PH,1731299084
339,trairi,-3.2778,-39.2689,25.24,76,55,5.19,BR,1731298904
340,tual,-5.6667,132.75,28.8,73,100,6.71,ID,1731299086
341,nha trang,12.25,109.1833,30.0,62,6,3.63,VN,1731299088
342,necochea,-38.5473,-58.7368,10.11,88,50,2.77,AR,1731299089
343,chelak,39.9203,66.8611,7.42,61,0,0.98,UZ,1731299090
344,villa gesell,-37.2639,-56.973,13.65,88,100,4.89,AR,1731299091
345,punta del este,-34.9667,-54.95,18.26,86,0,1.79,UY,1731299092
346,coronel dorrego,-38.7187,-61.2873,9.02,67,0,3.54,AR,1731299093
347,jayapura,-2.5333,140.7,32.66,63,100,2.55,ID,1731299095
348,youssoufia,32.2463,-8.5294,15.18,89,2,3.23,MA,1731299097
349,havre,49.5833,0.3333,12.87,100,100,2.57,FR,1731299098
350,saldanha,-33.0117,17.9442,14.59,83,9,4.39,ZA,1731299100
351,ocho rios,18.4025,-77.1048,26.32,85,7,1.75,JM,1731299101
352,zarinsk,53.7074,84.9493,0.54,97,100,8.6,RU,1731298874
353,new iberia,30.0035,-91.8187,22.25,100,75,3.09,US,1731299104
354,duiwelskloof,-23.6934,30.14,18.58,96,100,1.14,ZA,1731299106
355,luanco,43.6152,-5.7934,15.57,99,81,1.29,ES,1731299107
356,tselinnoye,53.0833,85.6667,0.68,97,100,8.67,RU,1731299108
357,san luis de la loma,17.2706,-100.8939,26.41,85,55,1.16,MX,1731299109
358,kurayyimah,32.2764,35.5994,19.0,76,0,1.1,JO,1731299110
359,sierra grande,-41.606,-65.3557,11.69,53,100,9.47,AR,1731299111
360,al muwayh,22.4333,41.7583,18.71,35,46,4.23,SA,1731299113
361,fale old settlement,-9.3852,-171.2468,28.19,75,35,5.2,TK,1731299114
362,villacanas,39.6237,-3.3381,10.38,82,18,3.32,ES,1731299115
363,bandar-e anzali,37.4727,49.4622,12.06,81,94,1.73,IR,1731299116
364,igarka,67.4667,86.5833,-15.27,91,98,4.4,RU,1731299117
365,arteche,12.2645,125.4048,30.6,67,32,5.21,PH,1731299120
366,lebork,54.5392,17.7501,0.24,99,12,1.9,PL,1731299121
367,korla,41.7597,86.1469,9.57,43,15,1.94,CN,1731299122
368,kodiak,57.79,-152.4072,3.73,75,0,3.6,US,1731299123
369,kismayo,-0.3582,42.5454,27.17,77,100,2.91,SO,1731299124
370,at taj,24.2049,23.2857,13.38,48,0,3.15,LY,1731299126
371,dakhla,23.6848,-15.958,21.25,59,0,5.07,EH,1731299127
372,torghay,49.6339,63.4981,0.59,92,96,6.22,KZ,1731299128
373,saint-francois,46.4154,3.9054,8.69,87,100,2.06,FR,1731299129
374,cannonvale,-20.2833,148.7,27.66,67,31,4.53,AU,1731299130
375,nurmes,63.5421,29.1397,-0.62,87,100,2.19,FI,1731299132
376,east london,-33.0153,27.9116,15.52,100,100,3.09,ZA,1731299133
377,kununurra,-15.7667,128.7333,39.99,29,20,4.12,AU,1731299134
378,viedma,-40.8135,-62.9967,12.29,51,51,5.11,AR,1731299135
379,ostrovskoye,57.8057,42.2433,0.27,93,100,2.16,RU,1731299136
380,umaria,23.5333,80.8333,24.82,49,0,1.55,IN,1731299138
381,inarajan village,13.2736,144.7484,29.66,90,100,5.86,GU,1731299139
382,taounate,34.5,-4.8333,17.23,61,0,1.0,MA,1731299140
383,shakawe,-18.3667,21.85,21.84,78,89,2.11,BW,1731299141
384,sao joao da barra,-21.6403,-41.0511,20.7,83,47,2.28,BR,1731299142
385,viqueque,-8.8673,126.3658,32.72,40,13,4.22,TL,1731299144
386,ceeldheer,3.8488,47.1806,26.56,81,100,1.88,SO,1731299145
387,suva,-18.1416,178.4415,22.71,100,75,5.14,FJ,1731298976
388,kafarati,10.383,11.0957,20.13,32,97,2.92,NG,1731299147
389,bhimunipatnam,17.8833,83.4333,28.73,53,17,5.47,IN,1731299148
390,kidal,18.4411,1.4078,18.72,26,2,4.98,ML,1731299149
391,pisco,-13.7,-76.2167,19.03,77,0,5.66,PE,1731299151
392,khandyga,62.6667,135.6,-16.48,91,100,0.42,RU,1731299152
393,sinabang,2.4803,96.3801,28.51,73,99,0.7,ID,1731299153
394,port hedland,-20.3167,118.5667,37.03,39,16,8.23,AU,1731299154
395,kargasok,59.0556,80.8572,-9.13,84,100,5.97,RU,1731299155
396,dazhou,31.2159,107.5009,16.92,81,100,0.39,CN,1731299156
397,ust'-ilimsk,58.0006,102.6619,-3.17,73,100,5.33,RU,1731299158
398,barcelos,41.5388,-8.6151,12.94,93,9,1.92,PT,1731299159
399,mandan,46.8267,-100.8896,4.76,73,100,8.75,US,1731299087
400,kenai,60.5544,-151.2583,-1.03,80,0,1.54,US,1731299014
401,uturoa,-16.7333,-151.4333,26.61,84,55,7.1,PF,1731299162
402,grand falls-windsor,48.9332,-55.6649,1.44,83,81,4.78,CA,1731299004
403,barmer,25.75,71.3833,28.07,26,0,2.4,IN,1731299164
404,trapani,37.8333,12.6667,15.15,94,40,1.54,IT,1731299166
405,casper,42.8666,-106.3131,8.33,53,0,6.17,US,1731299167
406,kapa'a,22.0752,-159.319,24.18,90,100,5.14,US,1731298985
407,tadine,-21.55,167.8833,26.07,63,1,6.14,NC,1731299169
408,enewetak,11.3474,162.3373,27.94,80,50,8.59,MH,1731299170
409,carutapera,-1.195,-46.02,25.87,81,71,3.82,BR,1731299171
410,les avirons,-21.2418,55.3394,26.32,69,20,4.63,RE,1731299173
411,yilan,24.757,121.753,24.06,88,99,2.39,TW,1731299174
412,yaroslavskaya,44.6106,40.4642,4.19,78,88,1.69,RU,1731299175
413,ciudad tula,23.0,-99.7167,18.78,91,67,1.91,MX,1731299176
414,el calafate,-50.3408,-72.2768,7.08,76,93,4.05,AR,1731298891
415,wuxue,29.8506,115.5525,24.41,40,0,3.08,CN,1731299178
416,mannarakkat,10.9833,76.4667,29.34,54,23,1.13,IN,1731299180
417,aparecida do taboado,-20.0867,-51.0936,24.48,66,70,2.26,BR,1731299182
418,enriquillo,17.9,-71.2333,24.23,92,100,5.31,DO,1731299183
419,sao paulo do potengi,-5.895,-35.7628,22.27,83,99,1.79,BR,1731299184
420,tacna,-18.0056,-70.2483,16.11,72,100,1.54,PE,1731299185
421,les cayes,18.2,-73.75,26.15,87,72,2.18,HT,1731299186
422,srisailain,16.0833,78.8667,25.33,50,16,2.97,IN,1731299188
423,olinda,-8.0089,-34.8553,25.85,78,40,3.09,BR,1731299189
424,motygino,58.1831,94.7592,-0.08,95,100,5.26,RU,1731299190
425,zarzis,33.504,11.1122,19.22,75,4,0.58,TN,1731299191
426,buala,-8.145,159.5921,28.51,74,100,1.76,SB,1731299192
427,mata-utu,-13.2816,-176.1745,27.91,79,80,6.26,WF,1731299194
428,muisne,0.6,-80.0333,23.32,81,100,3.7,EC,1731299195
429,pontianak,-0.0333,109.3333,29.99,74,75,1.03,ID,1731299196
430,ta`u,-14.2336,-169.5144,27.12,83,91,7.09,AS,1731299197
431,mount pearl,47.5166,-52.7813,2.86,80,75,8.23,CA,1731299056
432,edd,13.9297,41.6925,29.53,46,3,4.51,ER,1731299199
433,north bay,46.3168,-79.4663,7.19,100,100,2.57,CA,1731299108
434,shiyan,32.6475,110.7781,15.54,77,100,1.83,CN,1731299202
435,puerto aysen,-45.4,-72.7,6.05,99,100,2.21,CL,1731299130
436,adam,22.3756,57.5233,25.5,40,0,0.7,OM,1731299204
437,kavieng,-2.5744,150.7967,29.79,69,81,5.25,PG,1731299205
438,moyynkum,44.2914,72.9469,4.98,67,59,5.54,KZ,1731299206
439,santo antonio,-6.3106,-35.4789,23.3,79,65,2.31,BR,1731299208
440,morelia,19.7008,-101.1844,12.52,99,10,1.54,MX,1731298946
441,chalon-sur-saone,46.7833,4.85,6.79,91,5,2.05,FR,1731299210
442,ancud,-41.8697,-73.8203,7.45,79,7,2.76,CL,1731299211
443,portage la prairie,49.9728,-98.2926,1.61,66,100,9.51,CA,1731299212
444,sault ste. marie,46.5168,-84.3333,8.16,100,100,5.66,CA,1731299195
445,irymple,-34.25,142.1667,25.61,55,100,3.49,AU,1731299215
446,porto seguro,-16.4497,-39.0647,23.29,100,75,1.54,BR,1731299216
447,pudozh,61.8099,36.5345,-1.14,93,63,1.15,RU,1731299217
448,port moresby,-9.4431,147.1797,30.68,66,40,5.14,PG,1731299133
449,chibougamau,49.9168,-74.3659,0.79,100,100,1.54,CA,1731299220
450,itoman,26.1247,127.6694,28.94,83,40,5.66,JP,1731299221
451,piacabucu,-10.4056,-36.4344,24.98,81,38,6.48,BR,1731299222
452,ashland,40.8167,-82.2665,13.3,85,27,6.58,US,1731299223
453,trincomalee,8.5711,81.2335,28.48,71,59,3.49,LK,1731299224
454,llerena,38.2354,-6.0739,11.35,89,96,1.7,ES,1731299226
455,al kharj,24.155,47.3346,19.32,41,6,1.02,SA,1731299227
456,piton saint-leu,-21.2196,55.3151,26.33,69,20,4.63,RE,1731299228
457,satsuma,30.8532,-88.0561,23.01,94,100,1.33,US,1731299229
458,ghat,24.9647,10.1728,16.75,32,33,2.46,LY,1731299230
459,manaure,11.7751,-72.4445,26.99,79,55,1.17,CO,1731299231
460,acajutla,13.5928,-89.8275,26.08,84,100,2.19,SV,1731299233
461,severo-yeniseyskiy,60.3725,93.0408,-5.77,90,100,2.63,RU,1731299234
462,bikenibeu village,1.3673,173.1241,30.98,66,20,4.63,KI,1731299235
463,matoury,4.8483,-52.3317,24.98,100,100,1.03,GF,1731299237
464,devils lake,48.1128,-98.8651,1.99,80,100,7.2,US,1731299238
465,yiyang,28.5892,112.3283,24.1,42,0,2.66,CN,1731299239
466,as sulayyil,20.4607,45.5779,19.98,42,13,2.24,SA,1731299163
467,barra de santo antonio,-9.4047,-35.5072,24.62,77,32,6.26,BR,1731299243
468,abepura,-2.6333,140.5833,32.45,58,20,5.14,ID,1731299009
469,kosh-agach,50.0,88.6667,-4.79,61,99,1.54,RU,1731299245
470,cajati,-24.7361,-48.1228,16.25,99,7,0.5,BR,1731299246
471,puerto baquerizo moreno,-0.9,-89.6,20.81,74,100,3.27,EC,1731299247
472,cabo san lucas,22.8909,-109.9124,23.75,73,4,2.24,MX,1731299249
473,mbanza-ngungu,-5.25,14.8667,18.98,95,100,0.27,CD,1731299014
474,djambala,-2.5447,14.7533,18.12,91,97,0.65,CG,1731299251
475,happy valley-goose bay,53.3168,-60.3315,0.17,59,20,3.09,CA,1731299252
476,pacasmayo,-7.4006,-79.5714,17.89,87,84,3.51,PE,1731299253
477,argentan,48.75,-0.0167,7.01,94,29,1.3,FR,1731299254
478,benjamin constant,-4.3831,-70.0311,23.93,89,93,1.19,BR,1731299256
479,gaiman,-43.2897,-65.4929,11.11,44,100,8.83,AR,1731299257
480,sojitra,22.55,72.7167,28.0,35,0,2.29,IN,1731299258
481,ujae,8.9322,165.7642,28.53,76,5,7.37,MH,1731299259
482,kaele,10.1092,14.4508,21.83,34,58,3.75,CM,1731299260
483,vadso,70.0744,29.7487,5.09,87,75,1.54,NO,1731299261
484,belmonte,-15.8631,-38.8828,22.6,95,100,1.96,BR,1731299263
485,yaren,-0.5472,166.916,28.24,70,3,5.13,NR,1731299264
486,santa maria,-29.6842,-53.8069,17.85,84,0,1.67,BR,1731298989
487,anadyr,64.75,177.4833,-12.72,84,20,4.0,RU,1731299266
488,roxas,11.5853,122.7511,31.0,65,100,1.79,PH,1731299267
489,labrador city,52.9463,-66.9114,-2.05,64,100,2.06,CA,1731299268
490,bengkulu,-3.8004,102.2655,29.49,67,83,2.98,ID,1731299270
491,danville,36.586,-79.395,12.38,94,100,2.57,US,1731299176
492,chegdomyn,51.1167,133.0167,-4.73,60,16,1.58,RU,1731299272
493,timmins,48.4669,-81.3331,3.9,93,100,2.06,CA,1731299222
494,redcliff,-19.0333,29.7833,22.46,43,79,1.74,ZW,1731299274
495,mangai,-4.05,19.5333,19.79,97,100,0.44,CD,1731299275
496,fomboni,-12.28,43.7425,26.82,77,3,3.89,KM,1731299277
497,tionk essil,12.7856,-16.5217,23.76,41,0,2.35,SN,1731299278
498,bialogard,54.007,15.9875,1.96,67,48,1.73,PL,1731299279
499,wakefield-peacedale,41.4461,-71.5004,15.48,70,100,5.14,US,1731299280
500,daru,-9.0763,143.2092,28.08,75,100,4.51,PG,1731299281
501,sandnessjoen,66.0217,12.6316,6.79,74,96,3.8,NO,1731299284
502,dryden,49.7833,-92.7503,4.16,93,100,10.29,CA,1731299286
503,naze,28.3667,129.4833,26.51,78,36,2.37,JP,1731299287
504,portslade,50.8433,-0.2154,12.59,96,98,1.79,GB,1731299289
505,san,13.3034,-4.8956,23.19,22,1,3.14,ML,1731299290
506,bonthe,7.5264,-12.505,26.15,80,27,1.29,SL,1731299291
507,kone,-21.0595,164.8658,30.46,44,47,2.89,NC,1731299292
508,hoemul-li,41.4339,129.67,12.12,48,13,4.59,KP,1731299294
509,abomsa,9.9833,39.9833,20.23,51,100,1.23,ET,1731299295
510,tsiombe,-25.3,45.4833,26.62,58,65,0.37,MG,1731299296
511,harlan,41.653,-95.3255,8.41,81,0,3.38,US,1731299297
512,garoowe,8.4054,48.4845,24.26,61,57,4.47,SO,1731299300
513,la foa,-21.7108,165.8276,26.45,62,72,5.92,NC,1731299302
514,somerville,42.3876,-71.0995,12.32,75,100,3.09,US,1731299303
515,guozhen,34.3659,107.359,14.73,74,100,0.88,CN,1731299304
516,garden city,42.3256,-83.331,12.72,76,40,6.69,US,1731299103
517,holualoa,19.6228,-155.9522,22.68,87,32,0.63,US,1731299307
518,hobyo,5.3505,48.5268,25.96,78,100,8.59,SO,1731299308
519,jijel,36.8205,5.7667,17.97,77,75,2.06,DZ,1731299309
520,shingu,33.7333,135.9833,22.26,76,66,1.71,JP,1731299310
521,fisterra,42.9049,-9.2629,16.29,88,8,4.74,ES,1731299311
522,aras-asan,8.8908,126.3033,29.69,69,53,3.89,PH,1731299312
523,al bab,36.3699,37.5179,13.67,45,49,3.98,SY,1731299314
524,greenville,35.6127,-77.3663,18.41,93,40,0.0,US,1731299024
525,mandera,3.9366,41.867,27.26,64,99,3.01,KE,1731299210
526,galesong,-5.3166,119.3661,30.92,62,20,2.31,ID,1731299317
527,healesville,-37.65,145.5167,27.0,34,96,1.75,AU,1731299318
528,jianshui,23.6363,102.8264,22.39,71,55,2.06,CN,1731299321
529,pursat,12.3333,103.6667,28.75,59,5,2.06,KH,1731299322
530,tidjikja,18.5564,-11.4271,21.16,17,71,5.1,MR,1731299323
531,plouzane,48.3833,-4.6167,10.03,93,0,2.06,FR,1731299324
532,san jorge,-31.8962,-61.8598,15.82,88,100,8.94,AR,1731299325
533,victorica,-36.2151,-65.4359,13.56,51,0,3.69,AR,1731299326
534,zouerate,22.7187,-12.4521,22.2,21,0,2.45,MR,1731299328
535,pirallahi,40.4723,50.333,9.08,82,100,2.09,AZ,1731299329
536,maydanshakhr,34.3956,68.8662,9.71,43,3,0.38,AF,1731299330
537,miquelon,47.0975,-56.3814,5.82,70,94,11.52,PM,1731299331
538,cadiz,36.5,-5.75,14.2,68,87,1.52,ES,1731299332
539,san patricio,28.017,-97.5169,22.97,77,20,1.89,US,1731299334
540,bridgewater,44.3835,-64.5155,5.82,86,90,2.06,CA,1731299102
541,mwene-ditu,-7.0,23.45,18.26,98,100,1.06,CD,1731299336
542,saint-denis,48.9167,2.3333,8.41,94,100,1.54,FR,1731299337
543,kokstad,-30.5472,29.4241,12.26,96,89,1.27,ZA,1731299338
544,dilling,12.05,29.65,21.68,28,58,3.94,SD,1731299340
545,dolores,-36.3132,-57.6792,13.11,87,100,4.69,AR,1731299341
546,angostura,25.3667,-108.1833,20.9,54,0,2.34,MX,1731299342
547,angaur state,6.906,134.13,28.78,67,26,0.15,PW,1731299343
548,mogok,22.9167,96.5,20.95,64,78,1.12,MM,1731299344
549,gizo,-8.103,156.8419,29.04,70,85,1.76,SB,1731299346
550,mar del plata,-38.0023,-57.5575,14.49,93,0,2.57,AR,1731299264
551,shiguai,40.7058,110.2856,9.34,24,95,7.55,CN,1731299348
552,flin flon,54.7682,-101.865,-0.18,82,5,3.11,CA,1731299349
553,undurkhaan,47.3194,110.6556,1.48,40,44,6.61,MN,1731299350
554,aykhal,66.0,111.5,-14.28,94,100,3.55,RU,1731299351
555,lae,-6.7221,146.9847,27.62,69,99,4.93,PG,1731299353
556,roma,43.2128,-75.4557,9.27,91,100,2.06,US,1731299275
557,port alfred,-33.5906,26.891,15.1,97,100,0.89,ZA,1731299355
558,kurumkan,54.3,110.3,-8.32,71,9,0.66,RU,1731299356
559,chodavaram,17.8333,82.95,28.91,51,11,1.78,IN,1731299357
560,charters towers,-20.1,146.2667,35.87,23,13,7.33,AU,1731299359
561,bamboo flat,11.7,92.7167,30.05,74,40,3.09,IN,1731299360
